UID,APPROPRIATENESS,CONTENT_RICHNESS,GRAMMATICAL_CORRECTNESS,RELEVANCE
TEST-000109-0012,2.599609375,2.5546875,1.677734375,2.3359375
TEST-000109-0013,2.91796875,2.794921875,2.787109375,2.478515625
TEST-000109-0014,2.7109375,2.791015625,1.5302734375,2.48046875
TEST-000109-0015,2.6875,2.759765625,1.5859375,2.25390625
TEST-000109-0016,2.8515625,2.787109375,1.51953125,2.55078125
TEST-000109-0017,2.9921875,2.75390625,2.658203125,2.552734375
TEST-000109-0018,2.892578125,2.6953125,2.6875,2.48046875
TEST-000109-0019,2.923828125,2.763671875,2.564453125,2.353515625
TEST-000109-0020,2.51953125,2.775390625,1.4443359375,2.046875
TEST-000109-0021,2.91015625,2.75,2.5390625,2.380859375
TEST-000109-0022,3.029296875,2.666015625,2.654296875,2.40234375
TEST-000109-0023,2.69140625,2.80078125,1.8642578125,2.171875
TEST-000109-0024,2.62890625,2.767578125,1.48046875,2.201171875
TEST-000109-0025,2.6171875,2.787109375,1.791015625,2.154296875
TEST-000109-0026,2.470703125,2.662109375,1.408203125,1.9609375
TEST-000109-0027,2.568359375,2.70703125,1.3203125,2.068359375
TEST-000109-0028,2.68359375,2.59765625,2.32421875,2.056640625
TEST-000109-0029,2.60546875,2.748046875,1.375,2.078125
TEST-000109-0030,2.6015625,2.798828125,1.5009765625,2.197265625
TEST-000109-0031,2.591796875,2.77734375,1.3486328125,2.0390625
TEST-000110-0001,3.0546875,2.814453125,3.169921875,2.537109375
TEST-000110-0002,2.998046875,2.66015625,3.404296875,2.517578125
TEST-000110-0003,2.806640625,2.521484375,2.87109375,2.39453125
TEST-000110-0004,2.677734375,2.60546875,3.240234375,2.724609375
TEST-000110-0005,3.015625,2.55859375,2.98828125,2.794921875
TEST-000110-0006,2.82421875,2.52734375,3.033203125,2.6015625
TEST-000110-0007,3.234375,2.54296875,2.763671875,2.751953125
TEST-000110-0008,2.689453125,2.58984375,2.69140625,2.330078125
TEST-000110-0009,2.916015625,2.607421875,2.677734375,2.650390625
TEST-000110-0010,2.890625,2.548828125,2.841796875,2.529296875
TEST-000110-0011,2.892578125,2.681640625,2.515625,2.5234375
TEST-000110-0012,3.158203125,2.6015625,2.857421875,2.70703125
TEST-000110-0013,2.826171875,2.6015625,1.6083984375,2.416015625
TEST-000110-0014,2.8515625,2.59375,1.7080078125,2.353515625
TEST-000110-0015,3.037109375,2.615234375,1.576171875,2.541015625
TEST-000110-0016,2.349609375,2.626953125,1.5068359375,1.8720703125
TEST-000110-0017,2.53125,2.583984375,1.4462890625,1.9951171875
TEST-000110-0018,2.66015625,2.572265625,1.529296875,2.125
TEST-000110-0019,2.68359375,2.595703125,1.3701171875,2.181640625
TEST-000110-0020,2.7578125,2.59765625,1.537109375,2.212890625
TEST-000110-0021,2.59765625,2.6875,1.3828125,2.111328125
TEST-000110-0022,2.904296875,2.5546875,1.7958984375,2.56640625
TEST-000110-0023,2.712890625,2.5625,1.8740234375,2.32421875
TEST-000110-0024,2.798828125,2.611328125,2.765625,2.31640625
TEST-000110-0025,2.662109375,2.623046875,1.8388671875,2.2265625
TEST-000110-0026,2.6328125,2.662109375,1.47265625,2.126953125
TEST-000110-0027,2.724609375,2.634765625,1.4697265625,2.263671875
TEST-000110-0028,2.74609375,2.65234375,1.4931640625,2.248046875
TEST-000110-0029,2.8203125,2.60546875,1.48828125,2.314453125
TEST-000111-0001,2.865234375,2.8125,3.521484375,2.51953125
TEST-000112-0001,2.0625,2.65625,2.98046875,1.6376953125
TEST-000112-0002,2.6640625,2.62890625,3.701171875,2.71875
TEST-000112-0003,2.818359375,2.69921875,3.076171875,2.427734375
TEST-000113-0001,3.064453125,2.763671875,3.853515625,2.97265625
TEST-000113-0002,3.32421875,2.70703125,3.505859375,3.158203125
TEST-000113-0003,3.138671875,2.501953125,3.44140625,3.2109375
TEST-000113-0004,3.48828125,2.529296875,3.482421875,3.12109375
TEST-000113-0005,3.07421875,2.833984375,3.224609375,2.896484375
TEST-000113-0006,3.421875,2.72265625,3.181640625,3.142578125
TEST-000113-0007,2.73828125,2.29296875,2.87109375,2.49609375
TEST-000113-0008,2.607421875,2.69921875,2.466796875,2.275390625
TEST-000113-0009,3.18359375,2.73046875,3.142578125,2.962890625
TEST-000113-0010,2.681640625,2.54296875,2.81640625,2.4765625
TEST-000113-0011,2.7578125,2.623046875,2.48046875,2.37890625
TEST-000113-0012,2.76171875,2.716796875,2.80859375,2.51953125
TEST-000113-0013,2.611328125,2.783203125,2.4375,2.361328125
TEST-000113-0014,2.904296875,2.78515625,2.529296875,2.580078125
TEST-000113-0015,3.142578125,2.583984375,3.048828125,2.974609375
TEST-000113-0016,2.775390625,2.658203125,2.701171875,2.560546875
TEST-000113-0017,3.044921875,2.609375,2.982421875,2.83203125
TEST-000113-0018,2.958984375,2.576171875,1.8369140625,2.693359375
TEST-000113-0019,2.685546875,2.767578125,2.6796875,2.41015625
TEST-000113-0020,2.8984375,2.7578125,2.71875,2.6328125
TEST-000113-0021,3.1328125,2.78515625,3.16015625,2.9453125
TEST-000113-0022,2.8828125,2.705078125,2.328125,2.5234375
TEST-000113-0023,3.115234375,2.9296875,2.890625,2.943359375
TEST-000113-0024,2.9609375,2.75390625,2.783203125,2.8203125
TEST-000113-0025,2.73828125,2.48828125,2.556640625,2.474609375
TEST-000113-0026,2.884765625,2.73828125,2.59375,2.611328125
TEST-000113-0027,2.84765625,2.83984375,1.6318359375,2.634765625
TEST-000113-0028,2.83984375,2.603515625,2.244140625,2.3359375
TEST-000113-0029,2.794921875,2.6953125,2.611328125,2.439453125
TEST-000113-0030,2.771484375,2.662109375,1.5615234375,2.3203125
TEST-000113-0031,2.791015625,2.6171875,2.453125,2.38671875
TEST-000113-0032,2.814453125,2.8046875,2.3671875,2.28515625
TEST-000113-0033,2.662109375,2.783203125,2.369140625,2.236328125
TEST-000113-0034,2.515625,2.853515625,1.92578125,2.21484375
TEST-000113-0035,2.470703125,2.529296875,1.416015625,2.169921875
TEST-000113-0036,2.58984375,2.615234375,2.380859375,2.236328125
TEST-000113-0037,2.333984375,2.814453125,1.1787109375,1.87890625
TEST-000113-0038,2.486328125,2.482421875,2.19140625,1.9208984375
TEST-000113-0039,2.384765625,2.625,1.783203125,2.095703125
TEST-000113-0040,2.603515625,2.69140625,1.263671875,2.171875
TEST-000114-0001,2.798828125,2.787109375,3.62890625,2.619140625
TEST-000115-0001,3.326171875,2.625,3.708984375,2.958984375
TEST-000116-0001,2.7421875,2.927734375,3.88671875,2.701171875
TEST-000117-0001,3.15625,2.673828125,4.06640625,3.197265625
TEST-000117-0002,3.509765625,2.82421875,4.2265625,3.591796875
TEST-000117-0003,3.46875,2.748046875,3.970703125,3.255859375
TEST-000117-0004,3.234375,2.7421875,3.638671875,3.310546875
TEST-000117-0005,3.630859375,2.603515625,3.587890625,3.46484375
TEST-000117-0006,3.251953125,2.728515625,3.36328125,3.158203125
TEST-000117-0007,3.328125,2.580078125,3.45703125,3.0078125
TEST-000117-0008,2.576171875,2.552734375,3.17578125,2.595703125
TEST-000117-0009,3.220703125,2.564453125,3.0625,2.9140625
TEST-000117-0010,3.2578125,2.55078125,3.24609375,2.857421875
TEST-000117-0011,3.265625,2.658203125,3.044921875,2.95703125
TEST-000117-0012,3.33984375,2.544921875,3.31640625,3.06640625
TEST-000117-0013,3.33203125,2.64453125,3.158203125,3.16015625
TEST-000117-0014,3.283203125,2.587890625,3.185546875,2.935546875
TEST-000117-0015,3.26953125,2.595703125,2.8984375,2.765625
TEST-000117-0016,3.11328125,2.611328125,2.96484375,2.869140625
TEST-000117-0017,3.216796875,2.66796875,2.8359375,2.728515625
TEST-000117-0018,2.99609375,2.662109375,2.798828125,2.833984375
TEST-000117-0019,3.0859375,2.689453125,2.716796875,2.759765625
TEST-000117-0020,2.75390625,2.6015625,2.673828125,2.7578125
TEST-000117-0021,2.876953125,2.794921875,2.626953125,2.642578125
TEST-000117-0022,2.90234375,2.671875,2.765625,2.716796875
TEST-000117-0023,3.09375,2.66015625,2.671875,2.626953125
TEST-000117-0024,3.19921875,2.56640625,3.015625,2.69921875
TEST-000117-0025,3.044921875,2.666015625,2.619140625,2.66796875
TEST-000117-0026,3.115234375,2.62890625,2.86328125,2.7265625
TEST-000117-0027,3.15234375,2.62109375,2.6171875,2.734375
TEST-000117-0028,2.857421875,2.583984375,1.5693359375,2.3984375
TEST-000117-0029,2.921875,2.693359375,1.548828125,2.369140625
TEST-000117-0030,2.796875,2.576171875,1.630859375,2.37109375
TEST-000117-0031,2.984375,2.63671875,1.453125,2.5078125
TEST-000118-0001,3.3828125,2.72265625,3.80078125,3.142578125
TEST-000118-0002,3.28125,2.7265625,3.40625,2.87890625
TEST-000118-0003,3.3203125,2.734375,3.08203125,2.763671875
TEST-000119-0001,3.087890625,2.765625,3.923828125,2.876953125
TEST-000120-0001,2.826171875,2.708984375,3.80078125,2.8046875
TEST-000120-0002,2.783203125,2.935546875,3.455078125,2.7734375
TEST-000120-0003,2.6171875,2.759765625,2.75390625,2.146484375
TEST-000120-0004,2.734375,2.857421875,2.640625,2.3203125
TEST-000120-0005,2.64453125,2.677734375,2.490234375,2.19921875
TEST-000120-0006,2.7265625,2.8046875,2.65234375,2.427734375
TEST-000120-0007,2.53515625,2.81640625,2.2890625,2.33203125
TEST-000120-0008,2.703125,2.642578125,2.982421875,2.494140625
TEST-000120-0009,2.794921875,2.779296875,2.33984375,2.208984375
TEST-000120-0010,2.857421875,2.544921875,2.666015625,2.44921875
TEST-000120-0011,2.55078125,2.630859375,2.1796875,2.365234375
TEST-000120-0012,2.916015625,2.580078125,1.669921875,2.673828125
TEST-000120-0013,2.77734375,2.640625,2.1171875,2.26171875
TEST-000120-0014,2.78515625,2.630859375,2.158203125,2.333984375
TEST-000120-0015,2.865234375,2.794921875,2.3671875,2.38671875
TEST-000120-0016,2.724609375,2.51171875,2.3515625,2.212890625
TEST-000120-0017,2.603515625,2.5703125,2.0625,2.205078125
TEST-000120-0018,2.841796875,2.533203125,1.609375,2.4296875
TEST-000120-0019,2.67578125,2.5859375,1.47265625,2.27734375
TEST-000120-0020,2.853515625,2.580078125,1.4951171875,2.455078125
TEST-000120-0021,2.6015625,2.798828125,1.919921875,2.19921875
TEST-000120-0022,2.796875,2.576171875,2.3203125,2.248046875
TEST-000120-0023,2.5703125,2.955078125,1.9150390625,2.263671875
TEST-000120-0024,2.6796875,2.650390625,1.412109375,2.259765625
TEST-000120-0025,2.544921875,2.78515625,2.2265625,2.072265625
TEST-000120-0026,2.59765625,2.958984375,1.4541015625,2.021484375
TEST-000120-0027,2.689453125,2.625,1.8740234375,2.31640625
TEST-000120-0028,2.20703125,2.943359375,2.24609375,2.076171875
TEST-000120-0029,2.572265625,2.83203125,1.8173828125,2.091796875
TEST-000120-0030,2.767578125,2.818359375,1.27734375,2.107421875
TEST-000120-0031,2.7265625,2.796875,1.361328125,2.064453125
TEST-000120-0032,2.712890625,2.720703125,1.392578125,2.19140625
TEST-000120-0033,2.5703125,2.810546875,1.81640625,1.767578125
TEST-000120-0034,2.578125,2.763671875,1.3896484375,2.126953125
TEST-000120-0035,2.498046875,2.697265625,1.8408203125,2.1484375
TEST-000121-0001,3.13671875,2.740234375,3.875,2.83984375
TEST-000121-0002,2.8359375,2.658203125,3.6328125,2.470703125
TEST-000121-0003,2.7578125,2.798828125,4.015625,2.958984375
TEST-000121-0004,3.013671875,2.767578125,3.55859375,2.81640625
TEST-000121-0005,3.064453125,2.8359375,3.380859375,2.8125
TEST-000121-0006,2.984375,2.78515625,3.12109375,2.748046875
TEST-000121-0007,3.060546875,2.822265625,3.5859375,3.20703125
TEST-000121-0008,3.119140625,2.732421875,3.21875,2.90234375
TEST-000121-0009,2.90625,2.935546875,2.14453125,3.05859375
TEST-000121-0010,2.85546875,2.77734375,2.9609375,2.609375
TEST-000121-0011,2.94140625,2.751953125,3.224609375,2.876953125
TEST-000121-0012,2.92578125,2.703125,2.970703125,2.615234375
TEST-000121-0013,3.015625,2.779296875,3.169921875,2.912109375
TEST-000121-0014,3.044921875,2.787109375,2.931640625,2.701171875
TEST-000121-0015,2.703125,2.58984375,3.265625,2.544921875
TEST-000121-0016,3.060546875,2.70703125,2.962890625,2.779296875
TEST-000121-0017,2.775390625,2.625,2.7421875,2.40625
TEST-000121-0018,2.935546875,2.83984375,2.923828125,2.587890625
TEST-000121-0019,2.921875,2.70703125,2.818359375,2.572265625
TEST-000121-0020,2.771484375,2.576171875,2.662109375,2.322265625
TEST-000121-0021,3.046875,2.638671875,2.859375,2.76171875
TEST-000121-0022,2.75,2.611328125,2.1875,2.412109375
TEST-000121-0023,2.892578125,2.708984375,2.763671875,2.44140625
TEST-000121-0024,3.021484375,2.724609375,2.83203125,2.560546875
TEST-000121-0025,2.794921875,2.6953125,2.234375,2.44921875
TEST-000121-0026,2.7890625,2.607421875,1.5859375,2.240234375
TEST-000121-0027,2.818359375,2.6953125,1.7578125,2.4609375
TEST-000121-0028,2.849609375,2.693359375,1.4912109375,2.31640625
TEST-000122-0001,2.63671875,2.748046875,3.638671875,2.4921875
TEST-000123-0001,2.951171875,2.701171875,3.861328125,2.705078125
TEST-000123-0002,2.591796875,2.77734375,3.330078125,2.23828125
TEST-000123-0003,2.763671875,2.78515625,3.298828125,2.322265625
TEST-000124-0001,3.080078125,2.884765625,4.14453125,3.150390625
TEST-000124-0002,2.904296875,2.6875,3.896484375,2.8984375
TEST-000124-0003,3.294921875,2.763671875,3.93359375,3.021484375
TEST-000124-0004,2.990234375,2.568359375,3.474609375,3.0
TEST-000124-0005,2.9765625,2.6015625,3.068359375,2.65625
TEST-000124-0006,2.703125,2.564453125,3.1796875,2.421875
TEST-000124-0007,2.947265625,2.6484375,2.970703125,2.611328125
TEST-000124-0008,3.025390625,2.677734375,2.927734375,2.642578125
TEST-000124-0009,2.986328125,2.662109375,2.603515625,2.46484375
TEST-000124-0010,2.79296875,2.63671875,2.849609375,2.484375
TEST-000124-0011,3.091796875,2.703125,2.8671875,2.677734375
TEST-000124-0012,2.98046875,2.634765625,3.03125,2.4296875
TEST-000124-0013,2.697265625,2.919921875,1.71875,2.447265625
TEST-000125-0001,3.021484375,2.802734375,4.12890625,2.919921875
TEST-000125-0002,2.75,2.896484375,3.837890625,2.904296875
TEST-000125-0003,2.65625,2.57421875,2.193359375,2.646484375
TEST-000125-0004,3.115234375,2.45703125,3.76953125,2.96875
TEST-000125-0005,3.15234375,2.703125,3.15625,3.013671875
TEST-000125-0006,2.681640625,2.576171875,2.1015625,2.546875
TEST-000125-0007,2.603515625,2.505859375,1.9833984375,2.37890625
TEST-000125-0008,2.56640625,2.44921875,2.095703125,2.392578125
TEST-000125-0009,2.630859375,2.443359375,1.9072265625,2.294921875
TEST-000125-0010,3.080078125,2.568359375,2.08203125,3.068359375
TEST-000125-0011,2.89453125,2.548828125,1.9775390625,2.5703125
TEST-000125-0012,3.283203125,2.57421875,2.359375,3.134765625
TEST-000125-0013,2.48046875,2.650390625,1.865234375,2.34765625
TEST-000125-0014,2.5859375,2.494140625,1.9580078125,2.416015625
TEST-000125-0015,2.5625,2.673828125,1.83203125,2.365234375
TEST-000125-0016,2.759765625,2.537109375,1.857421875,2.505859375
TEST-000125-0017,2.556640625,2.609375,1.7734375,2.140625
TEST-000125-0018,3.083984375,2.76171875,1.8125,2.740234375
TEST-000125-0019,2.556640625,2.677734375,1.70703125,2.21484375
TEST-000125-0020,2.849609375,2.611328125,1.859375,2.43359375
TEST-000125-0021,2.91796875,2.68359375,1.8232421875,2.47265625
TEST-000125-0022,2.59375,2.552734375,1.6435546875,2.326171875
TEST-000125-0023,2.525390625,2.6875,1.720703125,2.248046875
TEST-000125-0024,2.98046875,2.724609375,1.7119140625,2.619140625
TEST-000125-0025,2.544921875,2.693359375,1.669921875,2.17578125
TEST-000125-0026,2.564453125,2.669921875,1.7138671875,2.185546875
TEST-000125-0027,2.728515625,2.677734375,1.9541015625,2.306640625
TEST-000125-0028,2.544921875,2.662109375,1.728515625,2.18359375
TEST-000125-0029,2.783203125,2.693359375,1.9677734375,2.341796875
TEST-000126-0001,3.5546875,2.7109375,4.18359375,3.580078125
TEST-000127-0001,3.05078125,2.91796875,3.9765625,3.1875
TEST-000127-0002,2.7265625,2.619140625,3.35546875,2.35546875
TEST-000127-0003,2.48828125,2.62109375,2.84765625,2.06640625
TEST-000127-0004,2.681640625,2.486328125,3.3046875,2.392578125
TEST-000127-0005,2.845703125,2.564453125,3.076171875,2.814453125
TEST-000127-0006,3.169921875,2.4765625,3.3203125,2.984375
TEST-000127-0007,3.205078125,2.658203125,3.158203125,3.09765625
TEST-000127-0008,2.953125,2.447265625,3.00390625,2.654296875
TEST-000127-0009,3.134765625,2.57421875,2.93359375,2.873046875
TEST-000127-0010,3.056640625,2.515625,2.955078125,2.6328125
TEST-000127-0011,3.0234375,2.603515625,2.75,2.478515625
TEST-000127-0012,2.72265625,2.57421875,2.802734375,2.115234375
TEST-000127-0013,2.904296875,2.54296875,2.654296875,2.294921875
TEST-000127-0014,2.99609375,2.751953125,2.6484375,2.56640625
TEST-000127-0015,3.048828125,2.673828125,2.6796875,2.6875
TEST-000127-0016,3.0,2.50390625,2.771484375,2.48828125
TEST-000127-0017,3.248046875,2.6953125,2.611328125,2.794921875
TEST-000127-0018,3.125,2.552734375,2.8515625,2.552734375
TEST-000127-0019,3.0078125,2.6875,2.462890625,2.4921875
TEST-000127-0020,2.7109375,2.724609375,2.22265625,2.033203125
TEST-000127-0021,2.79296875,2.646484375,2.427734375,2.3203125
TEST-000127-0022,2.833984375,2.830078125,2.203125,2.013671875
TEST-000127-0023,2.7421875,2.708984375,2.125,1.8798828125
TEST-000127-0024,2.642578125,2.662109375,1.849609375,1.9755859375
TEST-000127-0025,2.59765625,2.728515625,2.330078125,2.09375
TEST-000127-0026,2.767578125,2.826171875,1.9677734375,1.841796875
TEST-000127-0027,2.482421875,2.67578125,1.369140625,2.0078125
TEST-000127-0028,2.365234375,2.638671875,1.5283203125,1.8037109375
TEST-000127-0029,2.71875,2.708984375,2.1953125,2.185546875
TEST-000127-0030,2.72265625,2.720703125,1.2890625,2.05078125
TEST-000127-0031,2.228515625,2.537109375,1.548828125,1.8330078125
TEST-000127-0032,2.439453125,2.60546875,1.79296875,1.9248046875
TEST-000127-0033,2.330078125,2.693359375,1.5693359375,1.8818359375
TEST-000127-0034,2.681640625,2.919921875,1.408203125,2.302734375
TEST-000127-0035,2.498046875,2.818359375,2.271484375,1.8359375
TEST-000127-0036,2.3671875,2.78125,1.6005859375,1.8876953125
TEST-000128-0001,2.8046875,2.76953125,3.9921875,2.798828125
TEST-000128-0002,2.986328125,2.853515625,4.1328125,3.099609375
TEST-000128-0003,2.921875,2.634765625,4.0703125,3.08984375
TEST-000128-0004,2.8203125,2.767578125,3.443359375,2.61328125
TEST-000128-0005,2.58984375,2.685546875,3.705078125,2.73828125
TEST-000128-0006,2.98046875,2.7734375,3.625,3.07421875
TEST-000128-0007,2.833984375,2.525390625,3.66015625,2.98828125
TEST-000128-0008,3.34765625,2.794921875,3.73828125,3.38671875
TEST-000128-0009,2.767578125,2.625,3.333984375,2.84375
TEST-000128-0010,2.98828125,2.779296875,3.201171875,2.81640625
TEST-000128-0011,3.07421875,2.59375,3.40234375,2.837890625
TEST-000128-0012,2.951171875,2.599609375,3.10546875,2.802734375
TEST-000128-0013,2.6953125,2.576171875,3.154296875,2.640625
TEST-000128-0014,2.87890625,2.58984375,3.1640625,2.560546875
TEST-000128-0015,2.802734375,2.697265625,3.1171875,2.65625
TEST-000128-0016,2.74609375,2.794921875,2.94921875,2.47265625
TEST-000129-0001,3.076171875,2.8203125,3.576171875,2.9765625
TEST-000130-0001,3.1640625,2.767578125,3.990234375,3.103515625
TEST-000130-0002,3.279296875,2.75390625,3.86328125,3.1796875
TEST-000130-0003,3.13671875,2.853515625,3.5859375,2.892578125
TEST-000130-0004,2.51171875,2.484375,3.587890625,2.37109375
TEST-000130-0005,3.28125,2.76171875,3.3359375,3.037109375
TEST-000130-0006,2.90234375,2.580078125,3.27734375,2.93359375
TEST-000130-0007,3.25390625,2.708984375,3.205078125,3.099609375
TEST-000130-0008,3.123046875,2.830078125,3.451171875,3.09375
TEST-000130-0009,3.181640625,2.748046875,3.03125,2.984375
TEST-000130-0010,3.138671875,2.7578125,3.14453125,3.03125
TEST-000130-0011,3.185546875,2.75,3.0390625,2.8515625
TEST-000130-0012,2.958984375,2.609375,3.095703125,2.716796875
TEST-000130-0013,3.158203125,2.720703125,3.126953125,2.84375
TEST-000130-0014,3.00390625,2.603515625,2.6640625,2.640625
TEST-000130-0015,2.8515625,2.7265625,2.41796875,2.23046875
TEST-000130-0016,3.15234375,2.615234375,2.888671875,2.80859375
TEST-000130-0017,2.8203125,2.759765625,2.37890625,2.21875
TEST-000130-0018,3.00390625,2.58203125,2.947265625,2.75
TEST-000130-0019,3.017578125,2.734375,2.759765625,2.552734375
TEST-000130-0020,3.052734375,2.798828125,2.900390625,2.625
TEST-000130-0021,3.068359375,2.80078125,2.85546875,2.7265625
TEST-000130-0022,3.015625,2.525390625,2.84375,2.75
TEST-000130-0023,3.03125,2.814453125,2.763671875,2.62109375
TEST-000130-0024,3.103515625,2.779296875,2.828125,2.662109375
TEST-000130-0025,3.078125,2.767578125,2.296875,2.40234375
TEST-000130-0026,2.96484375,2.671875,2.77734375,2.578125
TEST-000130-0027,2.962890625,2.787109375,2.634765625,2.43359375
TEST-000131-0001,3.037109375,2.6953125,3.931640625,2.978515625
TEST-000132-0001,2.865234375,2.49609375,4.08203125,2.94140625
TEST-000133-0001,2.75,2.66796875,4.2578125,3.025390625
TEST-000134-0001,3.330078125,2.828125,4.203125,3.34375
TEST-000135-0001,3.107421875,2.3671875,4.27734375,3.240234375
TEST-000136-0001,3.267578125,2.744140625,3.794921875,2.982421875
TEST-000136-0002,3.193359375,2.486328125,3.951171875,2.9140625
TEST-000136-0003,3.41796875,2.55078125,3.408203125,2.96875
TEST-000136-0004,3.259765625,2.556640625,3.5703125,2.966796875
TEST-000136-0005,3.328125,2.572265625,3.05078125,2.91015625
TEST-000136-0006,3.365234375,2.51953125,3.2734375,3.005859375
TEST-000136-0007,3.27734375,2.498046875,2.064453125,2.794921875
TEST-000136-0008,3.16015625,2.560546875,2.798828125,2.634765625
TEST-000136-0009,3.2890625,2.640625,2.7890625,2.755859375
TEST-000136-0010,2.359375,2.38671875,2.828125,1.9619140625
TEST-000136-0011,3.0390625,2.66015625,2.6328125,2.658203125
TEST-000136-0012,3.375,2.55859375,3.24609375,2.939453125
TEST-000136-0013,3.0390625,2.60546875,1.8291015625,2.62109375
TEST-000136-0014,2.9140625,2.4609375,3.044921875,2.45703125
TEST-000136-0015,3.201171875,2.5546875,1.81640625,2.728515625
TEST-000136-0016,3.021484375,2.55078125,2.591796875,2.306640625
TEST-000136-0017,3.068359375,2.62890625,1.6015625,2.5859375
TEST-000136-0018,2.94921875,2.55859375,1.7548828125,2.46875
TEST-000136-0019,2.912109375,2.58984375,2.044921875,2.439453125
TEST-000136-0020,2.923828125,2.494140625,2.904296875,2.38671875
TEST-000136-0021,3.07421875,2.54296875,1.7197265625,2.458984375
TEST-000136-0022,3.001953125,2.5859375,2.33203125,2.13671875
TEST-000136-0023,2.841796875,2.58984375,1.9794921875,2.201171875
TEST-000136-0024,2.71484375,2.642578125,1.7138671875,2.21875
TEST-000136-0025,3.083984375,2.806640625,1.4609375,2.365234375
TEST-000136-0026,3.017578125,2.609375,1.626953125,2.458984375
TEST-000136-0027,2.966796875,2.623046875,1.646484375,2.478515625
TEST-000136-0028,2.962890625,2.587890625,1.513671875,2.392578125
TEST-000136-0029,2.935546875,2.607421875,1.6220703125,2.376953125
TEST-000136-0030,3.267578125,2.64453125,2.904296875,2.68359375
TEST-000136-0031,2.947265625,2.62109375,1.595703125,2.423828125
TEST-000136-0032,3.208984375,2.7109375,2.818359375,2.748046875
TEST-000136-0033,2.939453125,2.572265625,1.5546875,2.337890625
TEST-000136-0034,2.958984375,2.607421875,1.6630859375,2.419921875
TEST-000136-0035,3.013671875,2.63671875,1.580078125,2.419921875
TEST-000137-0001,2.890625,2.76953125,3.328125,2.505859375
TEST-000137-0002,2.380859375,2.826171875,2.365234375,1.7412109375
TEST-000137-0003,2.34375,2.599609375,2.8984375,2.185546875
TEST-000138-0001,2.673828125,2.783203125,3.701171875,2.529296875
TEST-000139-0001,2.51171875,2.576171875,3.73046875,2.650390625
TEST-000140-0001,3.041015625,2.8671875,3.84375,2.974609375
TEST-000140-0002,2.919921875,2.791015625,3.03125,2.525390625
TEST-000140-0003,3.244140625,2.74609375,2.400390625,3.2890625
TEST-000140-0004,3.0390625,2.638671875,3.205078125,2.849609375
TEST-000140-0005,3.0625,2.72265625,3.283203125,3.1796875
TEST-000140-0006,3.03515625,2.69140625,3.01171875,2.857421875
TEST-000140-0007,3.259765625,2.681640625,3.380859375,3.1875
TEST-000140-0008,3.35546875,2.705078125,3.375,3.083984375
TEST-000140-0009,3.3828125,2.66796875,3.064453125,3.16796875
TEST-000140-0010,3.275390625,2.806640625,2.83203125,2.8984375
TEST-000140-0011,3.162109375,2.76953125,3.078125,2.955078125
TEST-000140-0012,2.9296875,2.83984375,1.830078125,2.46484375
TEST-000140-0013,2.90234375,2.57421875,1.875,2.677734375
TEST-000140-0014,2.935546875,2.580078125,1.798828125,2.609375
TEST-000140-0015,2.935546875,2.611328125,1.826171875,2.654296875
TEST-000140-0016,3.03515625,2.658203125,2.48046875,2.494140625
TEST-000140-0017,2.822265625,2.6328125,1.7705078125,2.580078125
TEST-000140-0018,2.740234375,2.64453125,1.6962890625,2.3203125
TEST-000140-0019,2.73828125,2.599609375,1.6689453125,2.38671875
TEST-000140-0020,2.955078125,2.8125,2.671875,2.533203125
TEST-000140-0021,2.640625,2.818359375,1.5908203125,2.33203125
TEST-000140-0022,2.623046875,2.619140625,1.91015625,2.216796875
TEST-000140-0023,3.056640625,2.763671875,2.978515625,2.75390625
TEST-000140-0024,3.12890625,2.75,2.78515625,2.701171875
TEST-000140-0025,3.115234375,2.583984375,1.625,2.71484375
TEST-000140-0026,3.076171875,2.724609375,1.630859375,2.53515625
TEST-000140-0027,2.6640625,2.728515625,1.875,2.109375
TEST-000140-0028,2.6171875,2.73046875,1.8291015625,2.044921875
TEST-000140-0029,2.708984375,2.650390625,1.87890625,2.197265625
TEST-000140-0030,2.84375,2.744140625,2.3203125,2.38671875
TEST-000140-0031,2.671875,2.701171875,1.85546875,2.173828125
TEST-000140-0032,2.884765625,2.6875,1.392578125,2.064453125
TEST-000141-0001,2.953125,2.818359375,3.732421875,2.69921875
TEST-000142-0001,2.912109375,2.677734375,3.375,2.3203125
TEST-000142-0002,3.21875,2.708984375,3.30859375,2.548828125
TEST-000142-0003,2.822265625,2.806640625,2.818359375,2.19921875
TEST-000143-0001,2.62890625,2.79296875,3.341796875,2.59765625
TEST-000144-0001,3.3515625,2.626953125,3.97265625,3.271484375
TEST-000145-0001,3.162109375,2.75,3.912109375,3.064453125
TEST-000146-0001,1.9404296875,2.41015625,3.40625,1.9775390625
TEST-000146-0002,2.517578125,2.724609375,3.4453125,2.443359375
TEST-000146-0003,2.453125,2.76953125,3.45703125,2.53125
TEST-000146-0004,2.560546875,2.794921875,3.00390625,2.33984375
TEST-000146-0005,2.28125,2.384765625,3.16796875,2.35546875
TEST-000146-0006,2.6015625,2.544921875,2.94921875,2.2421875
TEST-000146-0007,2.306640625,2.77734375,3.349609375,2.435546875
TEST-000146-0008,2.455078125,2.55859375,2.978515625,2.33984375
TEST-000146-0009,2.4921875,2.544921875,3.375,2.580078125
